Profesor21,"1 DAM BD
1DAM/DAW
(IFC-1)","1 DAM BD
1DAM/DAW
(IFC-1)",,,,,"REUNIÓN
DEPINF",,,,,,,"1 DAM BD
1DAM/DAW
(IFC-1)","1 DAM BD
1DAM/DAW
(IFC-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 DAM BD
1DAM/DAW
(IFC-1)","1 DAM BD
1DAM/DAW
(IFC-1)",,,,,,,,,"REUNIÓN
R.Tut. CCFF",,,,,,,,,,,
Profesor22,,"IAEE-4ESO-G1
4º ESO D
(AULA 4D)","GUARDIA
Guardia",,"ECO1Bach-G1
1º BACH C
(AULA 1CBach)
1º BACH D",,,,,,,,,"IAEE-4ESO-G1
4º ESO D
(INF2)","ECO1Bach-G2
1º BACH A
(AULA 1CBach)
1º BACH B
1º BACH C
1º BACH D","ECO1Bach-G1
1º BACH C
(AULA 1CBach)
1º BACH D",,"ECO-4ESO-G1
4º ESO B
(AULA 4C)
4º ESO C","IAEE-3ESO
3º ESO C
(AULA 3C)",,,,,,,,"ECO-4ESO-G1
4º ESO B
(AULA 4C)
4º ESO C","ECO1Bach-G2
1º BACH A
(AULA 1CBach)
1º BACH B
1º BACH C
1º BACH D","ECO1Bach-G1
1º BACH C
(AULA 1CBach)
1º BACH D","GUARDIA
Guardia",,"REUNIÓN
DEPECO",,,,,,,,,,"ECO1Bach-G2
1º BACH A
(AULA 1CBach)
1º BACH B
1º BACH C
1º BACH D",,"IAEE-4ESO-G1
4º ESO D
(AULA 4D)","CCP
REUNIÓN
(BIBLIOTECA)",,,,,,,,"ECO-4ESO-G1
4º ESO B
(AULA 4C)
4º ESO C","ECO1Bach-G2
1º BACH A
(AULA 1CBach)
1º BACH B
1º BACH C
1º BACH D","ECO1Bach-G1
1º BACH C
(AULA 1CBach)
1º BACH D","GUARDIA
G. Biblio","GUARDIA
Guardia","IAEE-3ESO
3º ESO C
(AULA 3C)",,,,,,,
Profesor23,,,,"REUNIÓN
DEPCN",,,,"BG-GEO-1BCN
1BN-MIXTO
(LAB CN)","ACT 2
Módulo II
(Aula-ESPA-II)","CC-1BNoc
1BN-MIXTO
(Aula-1BN-MIXTO)
1BN-HCS","BG-2BCN
2BN-MIXTO
(LAB CN)",,,,,,,,,,,"BG-2BCN
2BN-MIXTO
(LAB CN)","ACT 2
Módulo II
(Aula-ESPA-II)","ACT 2
Módulo II
(Aula-ESPA-II)","BG-GEO-1BCN
1BN-MIXTO
(LAB CN)",,,,,,,,,,"BG-GEO-1BCN
1BN-MIXTO
(LAB CN)","ACT 2
Módulo II
(Aula-ESPA-II)","ACT 2
Módulo II
(Aula-ESPA-II)","CC-1BNoc
1BN-MIXTO
(Aula-1BN-MIXTO)
1BN-HCS",,,,,,,,,,"ACT 2
Módulo II
(Aula-ESPA-II)","ACT 2
Módulo II
(Aula-ESPA-II)",,"BG-2BCN
2BN-MIXTO
(LAB CN)","GUARDIA
Guardia Noct",,,,,,,,,"ACT 2
Módulo II
(Aula-ESPA-II)","GUARDIA
G. BiblioNoc","BG-GEO-1BCN
1BN-MIXTO
(LAB CN)","BG-2BCN
2BN-MIXTO
(LAB CN)","GUARDIA
Guardia Noct"
Profesor24,,,,,,,"REUNIÓN
DEPINF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profesor25,,,,,,,"REUNIÓN
DEPGH","HEs-2BNoc
2BN-MIXTO
(Aula-2BN-MIXTO)",,"GEOG-2BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO","ASoc. 1
Módulo I
(Aula-ESPA-I)","ASoc. 2
Módulo II
(Aula-ESPA-II)","HEs-2BNoc
2BN-HCS
(Aula-2BN-HCS)",,,,,,,,"HEs-2BNoc
2BN-MIXTO
(Aula-2BN-MIXTO)","GUARDIA
Guardia Noct","ASoc. 1
Módulo I
(Aula-ESPA-I)",,"ASoc. 2
Módulo II
(Aula-ESPA-II)","HEs-2BNoc
2BN-HCS
(Aula-2BN-HCS)",,,,,,,,,"ASoc. 2
Módulo II
(Aula-ESPA-II)","ASoc. 1
Módulo I
(Aula-ESPA-I)","GUARDIA
Guardia Noct","HEs-2BNoc
2BN-HCS
(Aula-2BN-HCS)","GEOG-2BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",,,,,,,,,,"HEs-2BNoc
2BN-MIXTO
(Aula-2BN-MIXTO)","ASoc. 2
Módulo II
(Aula-ESPA-II)","ASoc. 1
Módulo I
(Aula-ESPA-I)","GEOG-2BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",,,,,,,,"HEs-2BNoc
2BN-MIXTO
(Aula-2BN-MIXTO)","HEs-2BNoc
2BN-HCS
(Aula-2BN-HCS)",,,,"GEOG-2BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO"
Profesor26,,,,,,,,,,,,,,"FIL-1BACH
1º BACH B
(AULA 1BBach)","HªFIL-2BACH
2º BACH D
(AULA 2DBach)",,"FIL-1BACH
1º BACH D
(AULA 1DBach)",,,,,,,,,,"FIL-1BACH
1º BACH B
(AULA 1BBach)",,"HªFIL-2BACH
2º BACH D
(AULA 2DBach)","REUNIÓN
DEPFIL",,"FIL-1BACH
1º BACH D
(AULA 1DBach)",,,,,,,,"FIL-1BACH
1º BACH D
(AULA 1DBach)",,,"GUARDIA
Guardia",,"FIL-1BACH
1º BACH B
(AULA 1BBach)",,,,,,,,,,,,,"HªFIL-2BACH
2º BACH D
(AULA 2DBach)",,,,,,,
Profesor27,,,"EF-3ESO
3º ESO D
(PATIO 1)
3ºD PMAR","EF-1ESO
1º ESO B
(PATIO 1)
1º ESO C",,"EF-2ESO
2º ESO C
(PATIO 1)
2º ESO D",,"GUARDIA
Guardia Noct","EF-1BNoc
1BN-MIXTO
(GIMNASIO)
1BN-HCS",,,,,,,,,,,,,,,,,,,"EF-2ESO
2º ESO C
(PATIO 1)
2º ESO D",,"EF-1ESO
1º ESO B
(PATIO 1)
1º ESO C","REUNIÓN
DEPEF","EF-3ESO
3º ESO D
(PATIO 2)
3ºD PMAR",,"EF-1BNoc
1BN-MIXTO
(GIMNASIO)
1BN-HCS",,,"AFDO-2BNoc
2BN-HCS
(GIMNASIO)
2BN-MIXTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profesor28,"EPVA-SIng-1E
1º ESO A
(AULA DIB 1)","EPVA-SIng-1E
1º ESO B
(AULA DIB 1)
1º ESO C",,,,,,,,,,,,"EPVA-SIng-3E
3º ESO A
(AULA DIB 1)
3º ESO B","Dib Tec2Bac
2º BACH A
(AULA DIB 1)
2º BACH B","EPV(A)-4ESO
4ºPRAGE
(AULA DIB 1)","REUNIÓN
DEPDIB",,,,,,,,,,"GUARDIA
Guardia","EPV(A)-3ESO
3º ESO C
(AULA DIB 1)","GUARDIA
Guardia","EPVA-SIng-1E
1º ESO A
(AULA DIB 1)","Dib Tec2Bac
2º BACH A
(AULA DIB 1)
2º BACH B","EPV(A)-4ESO
4ºPRAGE
(AULA DIB 1)",,,,,,,,,"Dib Tec2Bac
2º BACH A
(AULA DIB 1)
2º BACH B","EPV(A)-1ESO
1º ESO D
(AULA DIB 1)",,"EPVA-SIng-3E
3º ESO A
(AULA DIB 1)
3º ESO B","EPV(A)-4ESO
4ºPRAGE
(AULA DIB 1)",,,,,,,,"EPV(A)-3ESO
3º ESO C
(AULA DIB 1)","REUNIÓN
SBI","Dib Tec2Bac
2º BACH A
(AULA DIB 1)
2º BACH B",,"EPVA-SIng-1E
1º ESO B
(AULA DIB 1)
1º ESO C","EPV(A)-1ESO
1º ESO D
(AULA DIB 1)",,,,,,,
Profesor29,,"GH-3ESO
3º ESO A
(AULA 3A)",,,"GEO2BACH-G1
2º BACH D
(AULA 2DBach)",,"REUNIÓN
DEPGH",,,,,,,,,"GEO2BACH-G1
2º BACH D
(AULA 2DBach)",,,,,,,,,,,,"REUNIÓN
R.Tut. Bach","GH-3ESO
3º ESO A
(AULA 3A)","GEO2BACH-G1
2º BACH D
(AULA 2DBach)",,,,,,,,,,,,,,,,,,,,,,,,"GEO2BACH-G1
2º BACH D
(AULA 2DBach)",,"GH-3ESO
3º ESO A
(AULA 3A)",,,,,,,,,
Profesor30,,"BG-3ESO
3º ESO C
(AULA 3C)",,"REUNIÓN
DEPCN","BIOLGEO-1BACH
1º BACH A
(AULA 1ABach)","1 FPB CA
1FPB
(AULA FPB 1º)",,,,,,,,"1 FPB CA
1FPB
(AULA FPB 1º)","LAB_AA-1Bach
1º BACH A
(LAB CN)","BG-3ESO
3º ESO B
(AULA 3B)","CC-4ESO
4º ESO A
(AULA 4D)
4º ESO D
4º ESO C",,,,,,,,,,"BIOLGEO-1BACH
1º BACH A
(AULA 1ABach)","REUNIÓN
R.Tut. Bach","CC-4ESO
4º ESO A
(AULA 4D)
4º ESO D
4º ESO C","BG-3ESO
3º ESO C
(AULA 3C)","GUARDIA
Guardia","1 FPB CA
1FPB
(AULA FPB 1º)",,,,,,,,"1 FPB CA
1FPB
(AULA FPB 1º)","GUARDIA
Guardia","BG-3ESO
3º ESO B
(AULA 3B)",,"BG-3ESO
3º ESO C
(AULA 3C)","BIOLGEO-1BACH
1º BACH A
(AULA 1ABach)",,,,,,,,,"BG-3ESO
3º ESO B
(AULA 3B)","1 FPB CA
1FPB
(AULA FPB 1º)",,"GUARDIA
Guardia","BIOLGEO-1BACH
1º BACH A
(AULA 1ABach)",,,,,,,
Profesor31,"HMC1BachG1
1º BACH C
(AULA 1CBach)","GH-4ESO
4º ESO C
(AULA 4C)","GUARDIA
Guardia","GEO2BACH-G2
2º BACH C
(AULA 2CBach)
2º BACH D","GH-3ESO
3º ESO C
(AULA 3C)","GH-2ESO
2º ESO A
(AULA 2A)","REUNIÓN
DEPGH",,,,,,,"HMC1BachG1
1º BACH C
(AULA 1CBach)","GUARDIA
Guardia","REUNIÓN
R.Tut.ESO1-2","GH-2ESO
2º ESO A
(AULA 2A)","GEO2BACH-G2
2º BACH C
(AULA 2CBach)
2º BACH D",,,,,,,,,"GEO2BACH-G2
2º BACH C
(AULA 2CBach)
2º BACH D","GH-4ESO
4º ESO C
(AULA 4C)","GUARDIA
Guardia","GH-2ESO
2º ESO A
(AULA 2A)","HMC1BachG1
1º BACH C
(AULA 1CBach)",,,,,,,,,"HMC1BachG1
1º BACH C
(AULA 1CBach)","GEO2BACH-G2
2º BACH C
(AULA 2CBach)
2º BACH D","GH-3ESO
3º ESO C
(AULA 3C)","GH-4ESO
4º ESO C
(AULA 4C)",,,,,,,,,,,,"GH-2ESO
2º ESO A
(INF1)","GH-3ESO
3º ESO C
(AULA 3C)",,"TUT-2ESO
2º ESO A
(AULA 2A)",,,,,,,
Profesor32,,"GH-SBFr-3ESO
3º ESO A
(AULA 3B)
3º ESO B",,"GH-SBFr-4ESO
4º ESO A
(AULA 4B)
4º ESO D
4º ESO B","HªESP-2BACH
2º BACH B
(AULA 2BBach)","GUARDIA
Guardia","REUNIÓN
DEPGH",,,,,,,,"GH-1ESO
1º ESO C
(AULA 1C)","REUNIÓN
R.Tut.ESO1-2","REUNIÓN
SBF","GH-1ESO
1º ESO B
(AULA 1B)","HªESP-2BACH
2º BACH B
(AULA 2BBach)",,,,,,,,"HªESP-2BACH
2º BACH B
(AULA 2BBach)","GH-1ESO
1º ESO C
(AULA 1C)","GH-SBFr-3ESO
3º ESO A
(AULA 3B)
3º ESO B",,,"GH-SBFr-4ESO
4º ESO A
(AULA 4B)
4º ESO D
4º ESO B",,,,,,,,"GUARDIA
Guardia","GH-1ESO
1º ESO B
(AULA 1B)","GH-SBFr-4ESO
4º ESO A
(AULA 4B)
4º ESO D
4º ESO B","HªESP-2BACH
2º BACH B
(AULA 2BBach)",,"TUT-1ESO
1º ESO B
(AULA 1B)",,,,,,,,"GH-1ESO
1º ESO B
(AULA 1B)","GH-1ESO
1º ESO C
(AULA 1C)",,"GH-SBFr-3ESO
3º ESO A
(AULA 3B)
3º ESO B",,,,,,,,,
Profesor33,,,,,,,"REUNIÓN
DEPINF","1 ASIR GBD
1ASIR
(IFC-1)","1 ASIR GBD
1ASIR
(IFC-1)","GUARDIA
Guardia Noct",,,,,,,,,,,"1ASIR LM
1ASIR
(IFC-1)","1ASIR LM
1ASIR
(IFC-1)","IAW
2ASIR
(IFC-2)","IAW
2ASIR
(IFC-2)",,,,,,,,,,"IAW
2ASIR
(IFC-2)",,"1 ASIR GBD
1ASIR
(IFC-1)","1 ASIR GBD
1ASIR
(IFC-1)","ASGBD
2ASIR
(IFC-2)","ASGBD
2ASIR
(IFC-2)",,,,,,,,"1 ASIR GBD
1ASIR
(IFC-1)","1 ASIR GBD
1ASIR
(IFC-1)","GUARDIA
G. BiblioNoc","GUARDIA
Guardia Noct","1ASIR LM
1ASIR
(IFC-1)","1ASIR LM
1ASIR
(IFC-1)",,,,,,,,,,"ASGBD
2ASIR
(IFC-2)","ASGBD
2ASIR
(IFC-2)","IAW
2ASIR
(IFC-2)","IAW
2ASIR
(IFC-2)"
Profesor34,,"LCL-4ESO
4º ESO B
(AULA 4B)","LCL-2BACH
2º BACH D
(AULA 2DBach)",,"LCL-4ESO
4º ESO A
(AULA 4A)","LCL-1BACH
1º BACH C
(AULA 1CBach)",,,,,,,,"LCL-4ESO
4º ESO A
(AULA 4A)",,"LCL-4ESO
4º ESO B
(AULA 4B)","LCL-2BACH
2º BACH B
(AULA 2BBach)","LCL-1BACH
1º BACH C
(AULA 1CBach)","GUARDIA
Guardia",,,,,,,,"LCL-1BACH
1º BACH C
(AULA 1CBach)","LCL-4ESO
4º ESO A
(AULA 4A)",,"LCL-2BACH
2º BACH B
(AULA 2BBach)",,"LCL-2BACH
2º BACH D
(AULA 2DBach)",,,,,,,,"LCL-2BACH
2º BACH D
(AULA 2DBach)","LCL-1BACH
1º BACH C
(AULA 1CBach)","GUARDIA
Guardia",,"LCL-4ESO
4º ESO B
(AULA 4B)","LCL-2BACH
2º BACH B
(AULA 2BBach)","REUNIÓN
DEPLCL",,,,,,,,"LCL-4ESO
4º ESO B
(AULA 4B)","LCL-4ESO
4º ESO A
(AULA 4A)","LCL-2BACH
2º BACH D
(AULA 2DBach)","LCL-2BACH
2º BACH B
(AULA 2BBach)",,,,,,,,
Profesor35,"ING1-SIng-1E
1º ESO B
(AULA 1B)
1º ESO C","ING-2ESO
2ºD PMAR
(AULA 2D PMAR)",,"ING-1BACH
1º BACH D
(AULA 1DBach)",,,,,,,,,,"ING1-SIng-1E
1º ESO B
(AULA 1B)
1º ESO C","GUARDIA
Guardia",,"ING2-4ESO
4º ESO A
(AULA 4B)
4º ESO B","ING-1BACH
1º BACH D
(AULA 1DBach)","ING-2ESO
2º ESO C
(Aula - 2CD)
2º ESO D",,,,,,,,"ING1-SIng-1E
1º ESO B
(INF1)
1º ESO C","REUNIÓN
R.Tut. Bach","ING2-4ESO
4º ESO A
(AULA 4B)
4º ESO B",,"ING-2ESO
2º ESO C
(Aula - 2CD)
2º ESO D","ING-2ESO
2ºD PMAR
(AULA 2D PMAR)",,,,,,,,,,"ING-2ESO
2º ESO C
(Aula - 2CD)
2º ESO D",,"ING1-SIng-1E
1º ESO B
(AULA 1B)
1º ESO C","ING-2ESO
2ºD PMAR
(AULA 2D PMAR)","REUNIÓN
DEPING",,,,,,,,"REUNIÓN
SBI","ING-2ESO
2º ESO C
(Aula - 2CD)
2º ESO D","ING-1BACH
1º BACH D
(AULA 1DBach)","GUARDIA
Guardia","ING-2ESO
2ºD PMAR
(AULA 2D PMAR)",,,,,,,
Profesor36,,,,,,"EF-2ESO
2º ESO D
(PATIO 2)
2ºD PMAR",,,,,,,,,,,"EF-3ESO
3º ESO C
(PATIO 1)
3ºC PMAR",,,,,,,,,,,"EF-2ESO
2º ESO D
(PATIO 2)
2ºD PMAR","EF-1ESO
1º ESO D
(GIMNASIO)",,"REUNIÓN
DEPEF",,,,,,,,,,,,"EF-4ESO
4º ESO D
(PATIO 2)",,,,,,,,,,,,"EF-3ESO
3º ESO C
(GIMNASIO)
3ºC PMAR","EF-1ESO
1º ESO D
(GIMNASIO)","EF-4ESO
4º ESO D
(PATIO 2)",,,,,,,,
Profesor37,,,,"2 FPB IMR
2FPB
(AULA FPB 2º)","2 FPB IMR
2FPB
(AULA FPB 2º)",,"REUNIÓN
DEPINF",,,,,,,,,"2 FPB IMR
2FPB
(AULA FPB 2º)","2 FPB IMR
2FPB
(AULA FPB 2º)",,,,,,,,,,,,,"2 FPB IMR
2FPB
(AULA FPB 2º)","2 FPB IMR
2FPB
(AULA FPB 2º)",,,,,,,,,,,"2 FPB IMR
2FPB
(AULA FPB 2º)","2 FPB IMR
2FPB
(AULA FPB 2º)",,,,,,,,,,,"REUNIÓN
R.Tut. CCFF",,,,,,,,,,,
Profesor38,"MUS-2ESO
2º ESO D
(Aula - 2CD)",,"MUS-4ESO
4º ESO A
(AULA MÚSICA)
4º ESO D
4º ESO B
4º ESO C","REUNIÓN
DEPMUS","GUARDIA
Guardia","MUS-1ESO
1º ESO D
(AULA 1CD)",,,,,,,,"GUARDIA
Guardia","MUS-1ESO
1º ESO B
(AULA 1B)","MUS-2ESO-SBI
2º ESO C
(AULA MÚSICA)","MUS-1ESO
1º ESO C
(AULA MÚSICA)",,"MUS-4ESO
4º ESO A
(AULA MÚSICA)
4º ESO D
4º ESO B
4º ESO C",,,,,,,,,"MUS-1ESO
1º ESO B
(AULA 1B)","2PMAR - MUS
2ºD PMAR
(AULA 2D PMAR)",,"MUS-4ESO
4º ESO A
(AULA MÚSICA)
4º ESO D
4º ESO B
4º ESO C",,,,,,,,,"MUS-2ESO-SBI
2º ESO C
(AULA MÚSICA)","MUS-2ESO
2º ESO D
(Aula - 2CD)","GUARDIA
Guardia","MUS-2ESO-SBI
2º ESO A
(AULA MÚSICA)
2º ESO B","2PMAR - MUS
2ºD PMAR
(AULA 2D PMAR)",,,,,,,,,"MUS-2ESO-SBI
2º ESO A
(AULA MÚSICA)
2º ESO B","REUNIÓN
SBI","MUS-1ESO
1º ESO C
(AULA MÚSICA)","MUS-1ESO
1º ESO A
(AULA MÚSICA)","MUS-1ESO
1º ESO D
(AULA 1CD)",,,,,,,,
Profesor39,,"ED-DH - 2ESO
2º ESO C
(D5)","CClasic-4ESO
4º ESO A
(AULA 4A)
4º ESO D
4º ESO B
4º ESO C","3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)",,,,,,,,,,,"3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)","3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)","REUNIÓN
DEPLAT",,"CClasic-4ESO
4º ESO A
(AULA 4A)
4º ESO D
4º ESO B
4º ESO C",,"LAT-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS","GUARDIA
G. BiblioNoc","LAT-1BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",,,,,"3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)","3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)",,"CClasic-4ESO
4º ESO A
(AULA 4A)
4º ESO D
4º ESO B
4º ESO C",,,"LAT-1BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO","GUARDIA
G. BiblioNoc","LAT-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS",,,,,,,,,"3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)",,"LAT-1BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO","GUARDIA
Guardia Noct","LAT-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS",,,,,,,,,"3PMAR-ALS
3ºC PMAR
(AULA 3C PMAR)",,"LAT-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS","GUARDIA
Guardia Noct","LAT-1BHCNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",,,
Profesor40,"LCL-2ESO
2º ESO C
(AULA 2C)","LCL-1ESO
1º ESO D
(AULA 1D)",,"LCL-2ESO
2º ESO B
(AULA 2B)",,"LCL-1ESO
1º ESO C
(INF1)",,,,,,,,,"LCL-2ESO
2º ESO C
(AULA 2C)","REUNIÓN
R.Tut.ESO1-2",,"LCL-1ESO
1º ESO D
(AULA 1D)","LCL-1ESO
1º ESO C
(AULA 1C)",,,,,,,,,,,"LCL-1ESO
1º ESO D
(AULA 1D)","LCL-1ESO
1º ESO C
(AULA 1C)","LCL-2ESO
2º ESO B
(AULA 2B)",,,,,,,,"LCL-1ESO
1º ESO D
(AULA 1D)","LCL-2ESO
2º ESO C
(AULA 2C)","LCL-1ESO
1º ESO C
(AULA 1C)",,,"LCL-2ESO
2º ESO B
(AULA 2B)","REUNIÓN
DEPLCL",,,,,,,"LCL-1ESO
1º ESO C
(AULA 1C)","LCL-1ESO
1º ESO D
(AULA 1D)","LCL-2ESO
2º ESO B
(AULA 2B)","LCL-2ESO
2º ESO C
(AULA 2C)","GUARDIA
Guardia","TUT-2ESO
2º ESO B
(AULA 2B)",,,,,,,
Profesor41,,,"GUARDIA
Guardia","LCL-4ESO
4ºPRAGE
(AULA 4-PRAGE)","2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)","3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)",,,,,,,,"LCL-4ESO
4ºPRAGE
(AULA 4-PRAGE)","2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)","2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)","GUARDIA
Guardia","3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)","TUT-2ESO
2ºD PMAR
(AULA 2D PMAR)",,,,,,,,"2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)","LCL-4ESO
4ºPRAGE
(AULA 4-PRAGE)","3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)",,,,,,,,,,,"3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)","3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)","2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)",,"REUNIÓN
R.PMAR",,"REUNIÓN
Coor.ORI",,,,,,,"LCL-4ESO
4ºPRAGE
(AULA 4-PRAGE)","3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)","3PMAR-ALS
3ºD PMAR
(AULA 3D PMAR)","2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)","2PMAR- ALS
2ºD PMAR
(AULA 2D PMAR)","GUARDIA
Guardia",,,,,,,
Profesor42,,,,,"GH-2ESO
2º ESO D
(Aula - 2CD)","HMC1BachG1
1º BACH D
(AULA 1DBach)","REUNIÓN
DEPGH",,,,"HAr-2BHNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO","HMC-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS",,,,,"GH-2ESO
2º ESO D
(Aula - 2CD)","GH-2ESO
2º ESO C
(DPTO GH)",,,,"HAr-2BHNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",,"HMC-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS","GUARDIA
Guardia Noct",,,,,"GH-2ESO
2º ESO C
(DPTO GH)","HMC1BachG1
1º BACH D
(AULA 1DBach)","GUARDIA
Guardia",,,,,,,,,,,"GH-2ESO
2º ESO D
(Aula - 2CD)","GH-2ESO
2º ESO C
(DPTO GH)","HMC1BachG1
1º BACH D
(AULA 1DBach)",,,,,"HMC-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS","HAr-2BHNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",,,,,"GH-2ESO
2º ESO D
(Aula - 2CD)","GH-2ESO
2º ESO C
(DPTO GH)","HMC1BachG1
1º BACH D
(AULA 1DBach)",,,"HMC-1BHCNoc
1BN-MIXTO
(Aula-1BN-HCS)
1BN-HCS",,,"HAr-2BHNoc
2BN-HCS
(Aula-2BN-HCS)
2BN-MIXTO",
Profesor43,"HªESP-2BACH
2º BACH D
(AULA 2DBach)",,,"GH-SBIn-4ESO
4º ESO A
(AULA 4A)
4º ESO D
4º ESO B","GH-2ESO
2º ESO D
(AULA 2D)",,"REUNIÓN
DEPGH",,,,,,,"HªESP-2BACH
2º BACH D
(AULA 2DBach)",,"LCL-1ESO
1º ESO B
(AULA 1B)","GH-2ESO
2º ESO D
(AULA 2D)","GH-2ESO
2º ESO C
(AULA 2C)",,,,,,,,,,"REUNIÓN
R.Tut. Bach",,"GH-2ESO
2º ESO C
(AULA 2C)","GUARDIA
Guardia","GH-SBIn-4ESO
4º ESO A
(INF2)
4º ESO D
4º ESO B",,,,,,,,,,"GH-SBIn-4ESO
4º ESO A
(AULA 4A)
4º ESO D
4º ESO B","GH-2ESO
2º ESO D
(AULA 2D)","GH-2ESO
2º ESO C
(AULA 2C)","HªESP-2BACH
2º BACH D
(AULA 2DBach)",,,,,,,,"GUARDIA
Guardia","REUNIÓN
SBI","HªESP-2BACH
2º BACH D
(AULA 2DBach)","GH-2ESO
2º ESO D
(AULA 2D)","GH-2ESO
2º ESO C
(AULA 2C)",,,,,,,,
Profesor44,"3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","GUARDIA
Guardia",,"MAT-2ESO
2º ESO C
(AULA 2C)","2 FPB CA
2FPB
(AULA FPB 2º)","REUNIÓN
DEPMAT",,,,,,,"MAT-2ESO
2º ESO C
(AULA 2C)","2 FPB CA
2FPB
(AULA FPB 2º)","REUNIÓN
R.Tut.ESO1-2","GUARDIA
Guardia","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)",,,,,,,,"2 FPB CA
2FPB
(AULA FPB 2º)",,"MAT-2ESO
2º ESO C
(AULA 2C)","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)",,,,,,,,,"2 FPB CA
2FPB
(AULA FPB 2º)","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","MAT-2ESO
2º ESO C
(AULA 2C)",,,,,,,,,,"GUARDIA
Guardia","3PMAR- ACM
3ºC PMAR
(AULA 3C PMAR)","2 FPB CA
2FPB
(AULA FPB 2º)",,,"TUT-2ESO
2º ESO C
(AULA 2C)",,,,,,,
Profesor45,"LAT-1BACH
1º BACH D
(AULA 1DBach)",,"LCL-1ESO
1º ESO A
(AULA 1A)",,"LI-1Bach-G1
1º BACH C
(AULA 1DBach)
1º BACH D","GUARDIA
G. Biblio",,,,,,,,"LAT-1BACH
1º BACH D
(AULA 1DBach)","LCL-1ESO
1º ESO A
(AULA 1A)","LI-1Bach-G1
1º BACH C
(AULA 1DBach)
1º BACH D",,,,,,,,,,,"LAT-1BACH
1º BACH D
(AULA 1DBach)","GUARDIA
G. Biblio","LI-1Bach-G1
1º BACH C
(AULA 1DBach)
1º BACH D",,"LCL-1ESO
1º ESO A
(AULA 1A)",,,,,,,,,,,"LCL-1ESO
1º ESO A
(AULA 1A)","LAT-1BACH
1º BACH D
(AULA 1DBach)","GUARDIA
G. Biblio","CCP
REUNIÓN
(BIBLIOTECA)","REUNIÓN
DEPLCL",,,,,,,,,"LI-1Bach-G1
1º BACH C
(AULA 1DBach)
1º BACH D",,"GUARDIA
G. Biblio","LCL-1ESO
1º ESO A
(AULA 1A)",,,,,,,
